"title","content","date","variant","images","verified","author","rating","product","url"
"Love it","Love these shoes, super comfy when ur on ur feet so much and doing a lot wo walking ... fast shipping.","24 Feb 2020","Size: 9.5 Color: Black/White/Mtlc Cool Grey","","Yes","Melissa Stumpf","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Very comfortable!","I needed the support in this shoe for my back","30 Apr 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Carol Fonseca","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Bulky","Bought these shoes to run in but they are too bulky. I don't like them","05 Jul 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Nicole Butler","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Comfortable enough to wear all day!","I work 10 hour shifts most of it on my feet. Shoes are comfortable all day. I have wide feet and usually wear Danskos, but needed a flatter shoe because my hips were hurting. These work perfect!","18 Jan 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"My Favorite Shoes","Great shoes, fit great, and look awesome on.","14 Apr 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Nice","Great shoe!! She loves them","31 May 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","rodney walker","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Great shoes","Comfy shoes, I wear on a concrete floor all day and never have pain or soreness in my feet.","05 May 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Cute color...larger than expected.","I really liked the color. Having large feet sometimes it’s hard to find feminine style sneakers.  These where more of a 13 than a 12. Had to return.","24 Apr 2020","Size: 12 Color: White/Metallic Silver/Dark Grey","","Yes","Gigi","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Cute shoes","Stylish and comfortable.","19 May 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Andrews","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Totally disappointed","These were the most uncomfortable pair of shoes I ever bought.","05 May 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","lakid","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_18?ie=UTF8&reviewerType=all_reviews&pageNumber=18&sortBy=recent
"
"Perfect","Perfect! Love these for running!","17 Apr 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Igual q en la pagina","Me encantaron","29 Oct 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Mercedes","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Excellent","She loves them","06 Jan 2020","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Steven Swinson","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Love the STYLE and fit.","They fit great, love the style, and the color.","21 Oct 2018","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","dale","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Not a good look","I did not like how bulky and wide the shoe looked on my foot.  It was a return.","08 Nov 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Dawn James","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Love my shoe","I was skeptical about buying this sneaker because I never really wear sneakers but this one is so nice comfortable and I love the colors I give 5 thumbs up","17 Apr 2020","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Lisa Brooks,losses","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Comfortable, but glad I went up 1/2 size","I'm glad I read other's reviews about these shoes before I bought them. I normally wear a 6 1/2 to 7 but I read they run small. So, I purchased 7 1/2. So glad I did! These shoes are really comfortable with the larger size.","29 Jan 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","P Wilkins","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Very nice","Love them","08 Oct 2018","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Kiyo13","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Don’t buy if you have if you want comfort","I am 51, I have always bought Nike shoes because they have always fit my feet perfectly. Until I bought these shoes, the pair I bought are the most uncomfortable shoes I have ever purchased,","07 Feb 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Kat","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Beautiful shoe!","Beautiful looking smell!","21 Mar 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_19?ie=UTF8&reviewerType=all_reviews&pageNumber=19&sortBy=recent
"
"Very good!","Excelent!","21 Dec 2019","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Juan R.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Very disappointed","NEVER had a problem with sneakers before until now....so when I finally tried them on, it was too late to return! Not a happy camper.","08 Oct 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Terry P","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Very nice","Love them","29 Oct 2018","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Neal Mescher","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"sweet heart is happy","Liked the quality but I dislike Nikes political statements","30 Jul 2019","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","James Foster","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Nike","Nice shoes","05 Aug 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","darrien williams","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Very Comfortable","Stylish, tru-to-fit, would definitely buy again...","18 Aug 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Mrs. C","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Perfect fit","Love um perfect fit","20 Feb 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","debra  worzellaa","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Confortable and great support","Just right. I use it to work for more than 7 hours a day.","10 Aug 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Comfortable","Comfortable","10 Jun 2019","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","Mrs T","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"Order half a size bigger","They're extremely comfortable, but they're just about half a size smaller than I normally get. So I'd suggest to order them half a size bigger. And they had a stain on the inside of one of them.","09 Jan 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Brenda Mammenga","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_20?ie=UTF8&reviewerType=all_reviews&pageNumber=20&sortBy=recent
"
"They fit as they should","They look nice and feel great","18 Feb 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Momma D","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Beautiful look!","Love the look! My only complaint is the ankle  cushion is stiff and rubs my ankles at certain angles. Otherwise, love them!","15 Apr 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Noella Langston","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"One Star","Great","01 Sep 2018","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Monica Appleby","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Q lo compre sin indagar mas","Muy caro,luego busque otras ofertas y mas barato 74.00","04 Jan 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","deblin Peralta","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Good quality","Cute shoes","02 Feb 2019","Size: 6.5 Color: White/Metallic Silver/Dark Grey","","Yes","Dawn","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Good","Like it","13 May 2019","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","anamaria navarro","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Not for me","Hravy","29 Dec 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Not that happy","Very wide","20 Jun 2019","Size: 9.5 Color: White/Metallic Silver/Dark Grey","","Yes","Tina Clatterbuck","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Do not buy b","Horrible shoe doesn’t fit like a Nike shoe. Too stiff, wide and hard on sore. Throwing them out not even good for gardening.","27 Apr 2019","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Jennifer","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Good quality","I think maybe I could’ve got a extra wide 7 1/2 or eight regular","07 May 2020","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","lilliean","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_21?ie=UTF8&reviewerType=all_reviews&pageNumber=21&sortBy=recent
"
"Love these shoes!","Great purchase!","25 Jun 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","MCunningham","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Not for me","Not my style","16 Feb 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","isabel","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Don’t buy","Not worth it! If you want pain, buy these. After I week of attempting to break-in, my feet have blisters, they are in great pain. Sneakers in the garbage now.","21 Sep 2019","Size: 6 Color: White/Metallic Silver/Dark Grey","","Yes","Dina Andrianoasy","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Quality","Love them,comfy","10 Aug 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Lisa C.","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Comfortable","Walking","05 Oct 2019","Size: 7 Color: White/Metallic Silver/Dark Grey","","Yes","karen pozenel","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Very comfortable","Love these!!! I am a Nurse and on my feet all day. Very comfortable!!! Wish they came in more colors, I would buy every color!","18 Feb 2020","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"Very supportive","Very supportive. Love them.  neat feet","22 Oct 2019","Size: 12 Color: White/Metallic Silver/Dark Grey","","Yes","Ralph Reid","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"One shoe, not a pair","False advertising. It's 99.00 for ONE shoe not a pair. Don't be decieved","06 Mar 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"It is not a Nike Shox shoes as advertised!  I am VERY disappointed!","It looks crooked!  Nothing like the picture online.","17 Oct 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Ruthann Osborne","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"👟","👌","29 Mar 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Britney","3.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_22?ie=UTF8&reviewerType=all_reviews&pageNumber=22&sortBy=recent
"
"My favorite shoes","These shoes are so comfortable. I own many different style Nike's (as well as other brands) and these are by far the most comfortable. I really like the design and color too.  I just wish there were more color options.","05 Oct 2019","Size: 10 Color: Black/White/Mtlc Cool Grey","","Yes","B. Wallace","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Too stiff!","These shoes didn’t bend. They were the stiffest shoe I have ever held.  I returned them because it was like wearing a super stiff pair of cleats.","02 Apr 2020","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Diana","1.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"None","None","09 Dec 2019","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","april fergus","2.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Good quality","These are very comfortable. Would definitely buy again","12 Sep 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","mandy","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Love them!","Exactly as expected :)","20 Jan 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Heather B.","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Comfortable and Stylish","Love this sneaker. Fits amazingly and supports my feet when working out.  Also, very stylish when worn out to run errands.","23 Dec 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Amazing","Amazing","12 Dec 2018","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Erica L Maddock","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Love my shoes","Love my shoes. They fit so good!","25 Dec 2019","Size: 7.5 Color: White/Metallic Silver/Dark Grey","","Yes","Teresa Turner","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Comfortable","Good fit; a little heavy by the end of the day.","02 Jan 2020","Size: 11 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","4.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Shoe is exactly as pictured.","I like the fit of the shoe. I have knee problems and this shoe has extra padding on the sole of the shoe and inside of the shoe and it has helped me immensely with the knee pain.","10 Jun 2019","Size: 8.5 Color: White/Metallic Silver/Dark Grey","","Yes","Anita Ferguson","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_23?ie=UTF8&reviewerType=all_reviews&pageNumber=23&sortBy=recent
"
"Excelente producto","Super conforme con mi compra estos tenis son muy comodos estan super lindos hice mi rutina de ejercicios ((HIT)) y los senti muy bien me encantaron Gracias Amazon ❤","11 Apr 2020","Size: 8 Color: White/Metallic Silver/Dark Grey","","Yes","Amazon Customer","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Most comfortable Nike shoes ever made","The most comfortable Nike shoes I ever bought. These are by far my favorite ❤️ I want every color","14 Nov 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Tricia Lynn","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"She likes them","It was a gift","02 Sep 2019","Size: 10 Color: White/Metallic Silver/Dark Grey","","Yes","Courtney","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Love em","Good arch support.","27 Jan 2020","Size: 8.5 Color: Black/White/Mtlc Cool Grey","","Yes","Katryna212","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
"Lindos nike","Lindos Nike solo que estan un poco mas grandes mi número es 9 y me quedaron un poco grandes.","24 Apr 2020","Size: 9 Color: White/Metallic Silver/Dark Grey","","Yes","Alma Castro","5.0","Nike Women's Reax Run 5 Running Shoes","https://www.amazon.com/Nike-Womens-Reax-Running-Shoes/product-reviews/B07ZPL752N/ref=cm_cr_getr_d_paging_btm_next_24?ie=UTF8&reviewerType=all_reviews&pageNumber=24&sortBy=recent
"
